SKU;Qtd_Vendida;Loja;Data_da_Venda;Codigo_Cliente
HL1018;3;Campinas;2018-01-05;677
HL1015;3;Fortaleza;2018-01-05;612
HL1012;1;Guarulhos;2018-01-05;302
HL1022;3;Salvador;2018-01-05;252
HL1021;4;Rio de Janeiro;2018-01-05;573
HL1006;5;Curitiba;2018-01-05;498
HL1021;3;São Paulo;2018-01-05;408
HL1003;4;Recife;2018-01-05;277
HL1014;4;Porto Alegre;2018-01-05;129
HL1022;1;Goiânia;2018-01-05;539
HL1024;3;Curitiba;2018-01-06;741
HL1023;2;Niterói;2018-01-06;763
HL1010;2;Recife;2018-01-06;509
HL1019;5;Rio de Janeiro;2018-01-06;771
HL1015;5;Curitiba;2018-01-06;751
HL1002;1;Salvador;2018-01-06;285
HL1006;5;Recife;2018-01-06;380
HL1014;4;São Paulo;2018-01-06;429
HL1019;3;Salvador;2018-01-06;252
HL1001;3;Niterói;2018-01-06;35
HL1004;3;São Paulo;2018-01-06;224
HL1017;2;Goiânia;2018-01-06;246
HL1012;4;Nova Iguaço;2018-01-06;278
HL1010;5;Niterói;2018-01-06;710
HL1023;5;Curitiba;2018-01-06;338
HL1022;5;Campinas;2018-01-06;257
HL1014;2;Fortaleza;2018-01-06;480
HL1001;3;Porto Alegre;2018-01-06;794
HL1017;4;Belo Horizonte;2018-01-06;359
HL1022;4;Rio de Janeiro;2018-01-06;570
HL1019;1;Curitiba;2018-01-06;714
HL1015;4;Guarulhos;2018-01-06;433
HL1010;4;Guarulhos;2018-01-06;356
HL1004;1;Guarulhos;2018-01-06;369
HL1018;2;Salvador;2018-01-06;559
HL1010;3;Goiânia;2018-01-06;315
HL1001;3;Nova Iguaço;2018-01-06;124
HL1022;3;Rio de Janeiro;2018-01-06;3
HL1010;5;Belo Horizonte;2018-01-06;186
HL1022;2;Nova Iguaço;2018-01-06;402
HL1004;5;Salvador;2018-01-06;799
HL1006;3;Fortaleza;2018-01-06;781
HL1002;1;Salvador;2018-01-06;90
HL1007;2;Goiânia;2018-01-06;815
HL1012;3;Belo Horizonte;2018-01-07;470
HL1003;3;Campinas;2018-01-07;395
HL1013;5;Curitiba;2018-01-07;699
HL1014;2;Niterói;2018-01-07;514
HL1001;2;Campinas;2018-01-07;663
HL1008;4;Guarulhos;2018-01-07;126
HL1019;3;Curitiba;2018-01-07;526
HL1022;2;Goiânia;2018-01-07;103
HL1015;3;São Paulo;2018-01-07;196
HL1005;5;Nova Iguaço;2018-01-07;13
HL1003;1;Curitiba;2018-01-07;774
HL1009;3;Fortaleza;2018-01-07;113
HL1015;1;Nova Iguaço;2018-01-07;585
HL1015;3;Porto Alegre;2018-01-07;353
HL1017;3;Recife;2018-01-07;144
HL1004;3;Rio de Janeiro;2018-01-07;571
HL1019;1;São Paulo;2018-01-07;683
HL1007;3;Rio de Janeiro;2018-01-07;531
HL1005;3;São Paulo;2018-01-07;312
HL1003;5;Fortaleza;2018-01-07;468
HL1005;1;Goiânia;2018-01-07;463
HL1020;5;Porto Alegre;2018-01-07;746
HL1023;3;Recife;2018-01-07;672
HL1012;3;Rio de Janeiro;2018-01-07;336
HL1009;4;Curitiba;2018-01-07;1
HL1002;5;Recife;2018-01-07;144
HL1013;4;Guarulhos;2018-01-07;536
HL1004;2;Guarulhos;2018-01-07;75
HL1013;1;Rio de Janeiro;2018-01-07;52
HL1004;3;Guarulhos;2018-01-07;287
HL1014;3;Rio de Janeiro;2018-01-07;44
HL1007;5;Guarulhos;2018-01-07;241
HL1024;3;Guarulhos;2018-01-07;630
HL1003;1;São Paulo;2018-01-07;69
HL1001;2;Campinas;2018-01-07;329
HL1007;5;Fortaleza;2018-01-07;601
HL1014;3;São Paulo;2018-01-07;79
HL1016;1;Recife;2018-01-07;597
HL1009;2;Curitiba;2018-01-08;60
HL1015;5;Campinas;2018-01-08;656
HL1017;3;Nova Iguaço;2018-01-08;308
HL1016;5;Nova Iguaço;2018-01-08;627
HL1006;3;Guarulhos;2018-01-08;501
HL1003;4;Guarulhos;2018-01-08;369
HL1006;2;Fortaleza;2018-01-08;519
HL1002;3;Curitiba;2018-01-08;715
HL1002;1;Fortaleza;2018-01-08;263
HL1020;5;Goiânia;2018-01-08;147
HL1001;5;Recife;2018-01-08;32
HL1009;2;Belo Horizonte;2018-01-08;783
HL1015;1;Niterói;2018-01-08;756
HL1021;2;Porto Alegre;2018-01-08;189
HL1010;4;Salvador;2018-01-08;264
HL1023;3;Campinas;2018-01-08;422
HL1005;3;Goiânia;2018-01-08;352
HL1019;4;Campinas;2018-01-08;677
HL1002;3;Curitiba;2018-01-08;812
HL1011;2;Rio de Janeiro;2018-01-08;331
HL1018;4;Rio de Janeiro;2018-01-08;377
HL1021;1;Fortaleza;2018-01-08;687
HL1023;3;Fortaleza;2018-01-08;781
HL1010;5;Goiânia;2018-01-08;615
HL1003;2;Curitiba;2018-01-08;628
HL1022;1;Goiânia;2018-01-08;161
HL1023;5;Fortaleza;2018-01-08;622
HL1023;3;Salvador;2018-01-08;198
HL1022;2;São Paulo;2018-01-08;424
HL1014;3;Salvador;2018-01-08;247
HL1013;1;Salvador;2018-01-08;16
HL1023;2;Recife;2018-01-09;277
HL1019;2;Recife;2018-01-09;653
HL1007;1;Niterói;2018-01-09;135
HL1011;1;Guarulhos;2018-01-09;241
HL1017;4;Porto Alegre;2018-01-09;159
HL1011;2;Guarulhos;2018-01-09;137
HL1023;3;São Paulo;2018-01-09;312
HL1014;3;Porto Alegre;2018-01-09;12
HL1005;3;Porto Alegre;2018-01-09;266
HL1008;2;Salvador;2018-01-09;712
HL1023;2;Curitiba;2018-01-09;803
HL1008;5;Nova Iguaço;2018-01-09;647
HL1016;5;Goiânia;2018-01-09;682
HL1016;4;Goiânia;2018-01-09;8
HL1015;5;Belo Horizonte;2018-01-09;295
HL1012;5;Fortaleza;2018-01-09;612
HL1001;1;Curitiba;2018-01-09;637
HL1017;4;São Paulo;2018-01-09;50
HL1013;2;Recife;2018-01-09;32
HL1017;1;Recife;2018-01-09;633
HL1013;2;Salvador;2018-01-09;247
HL1019;2;Nova Iguaço;2018-01-09;19
HL1022;4;Guarulhos;2018-01-09;339
HL1006;5;Campinas;2018-01-09;96
HL1004;4;Fortaleza;2018-01-09;565
HL1005;4;Recife;2018-01-09;513
HL1023;4;Belo Horizonte;2018-01-09;550
HL1013;3;Rio de Janeiro;2018-01-09;28
HL1023;5;Campinas;2018-01-09;447
HL1004;4;Curitiba;2018-01-09;250
HL1023;2;Nova Iguaço;2018-01-09;24
HL1014;1;Guarulhos;2018-01-09;524
HL1016;3;Niterói;2018-01-09;710
HL1010;2;Belo Horizonte;2018-01-09;651
HL1024;2;Guarulhos;2018-01-09;630
HL1017;2;Niterói;2018-01-09;632
HL1004;2;Nova Iguaço;2018-01-09;711
HL1012;4;Rio de Janeiro;2018-01-09;213
HL1013;3;Niterói;2018-01-09;131
HL1007;2;Campinas;2018-01-09;423
HL1017;2;Rio de Janeiro;2018-01-09;248
HL1015;2;Guarulhos;2018-01-09;479
HL1014;1;Porto Alegre;2018-01-09;6
HL1024;1;Rio de Janeiro;2018-01-09;817
HL1006;5;Guarulhos;2018-01-09;629
HL1008;5;Goiânia;2018-01-10;88
HL1013;4;Recife;2018-01-10;5
HL1023;2;Curitiba;2018-01-10;63
HL1023;4;Rio de Janeiro;2018-01-10;325
HL1015;3;Campinas;2018-01-10;150
HL1002;5;Belo Horizonte;2018-01-10;385
HL1005;2;Nova Iguaço;2018-01-10;517
HL1012;2;Curitiba;2018-01-10;338
HL1023;5;Guarulhos;2018-01-10;137
HL1015;4;Porto Alegre;2018-01-10;267
HL1019;5;Guarulhos;2018-01-10;187
HL1021;3;Fortaleza;2018-01-10;354
HL1022;5;Campinas;2018-01-10;329
HL1011;1;Guarulhos;2018-01-10;127
HL1016;3;Campinas;2018-01-10;422
HL1013;2;Nova Iguaço;2018-01-10;490
HL1013;1;São Paulo;2018-01-10;314
HL1024;1;Nova Iguaço;2018-01-10;281
HL1007;5;Curitiba;2018-01-10;343
HL1003;3;Curitiba;2018-01-10;346
HL1003;1;Niterói;2018-01-10;807
HL1022;1;Belo Horizonte;2018-01-10;721
HL1011;1;São Paulo;2018-01-10;617
HL1019;4;Porto Alegre;2018-01-10;189
HL1005;2;Guarulhos;2018-01-10;327
HL1018;1;Rio de Janeiro;2018-01-10;3
HL1022;1;Guarulhos;2018-01-10;98
HL1024;1;Guarulhos;2018-01-10;629
HL1022;1;Salvador;2018-01-10;534
HL1019;4;Campinas;2018-01-11;663
HL1003;5;Nova Iguaço;2018-01-11;736
HL1007;2;Salvador;2018-01-11;800
HL1003;1;Rio de Janeiro;2018-01-11;336
HL1016;1;Campinas;2018-01-11;289
HL1018;5;Niterói;2018-01-11;809
HL1010;4;Curitiba;2018-01-11;85
HL1018;3;Fortaleza;2018-01-11;458
HL1014;3;Campinas;2018-01-11;300
HL1021;4;Recife;2018-01-11;500
HL1005;3;Guarulhos;2018-01-11;101
HL1017;3;Nova Iguaço;2018-01-11;307
HL1018;4;Guarulhos;2018-01-11;241
HL1006;2;Recife;2018-01-11;81
HL1014;5;Salvador;2018-01-11;237
HL1001;4;Recife;2018-01-11;81
HL1009;2;Salvador;2018-01-11;54
HL1003;4;Goiânia;2018-01-11;246
HL1008;5;Campinas;2018-01-11;739
HL1005;5;Goiânia;2018-01-11;89
HL1012;1;Porto Alegre;2018-01-11;606
HL1014;5;Guarulhos;2018-01-11;344
HL1023;5;Guarulhos;2018-01-11;187
HL1003;5;São Paulo;2018-01-11;53
HL1023;5;Belo Horizonte;2018-01-11;470
HL1006;2;Porto Alegre;2018-01-11;12
HL1017;1;Fortaleza;2018-01-11;91
HL1004;1;Campinas;2018-01-11;607
HL1002;3;Guarulhos;2018-01-11;538
HL1006;5;Guarulhos;2018-01-11;311
HL1014;2;Fortaleza;2018-01-11;157
HL1009;5;Rio de Janeiro;2018-01-11;531
HL1002;3;Porto Alegre;2018-01-11;794
HL1014;4;Porto Alegre;2018-01-11;620
HL1018;4;Nova Iguaço;2018-01-11;736
HL1008;2;Recife;2018-01-12;729
HL1005;1;São Paulo;2018-01-12;319
HL1021;3;Nova Iguaço;2018-01-12;33
HL1013;3;Recife;2018-01-12;566
HL1019;3;Rio de Janeiro;2018-01-12;248
HL1016;4;Nova Iguaço;2018-01-12;782
HL1010;2;Curitiba;2018-01-12;720
HL1007;3;Rio de Janeiro;2018-01-12;194
HL1013;2;Goiânia;2018-01-12;173
HL1008;5;Recife;2018-01-12;144
HL1017;4;Guarulhos;2018-01-12;548
HL1002;1;Rio de Janeiro;2018-01-12;248
HL1012;2;Curitiba;2018-01-12;346
HL1004;4;Belo Horizonte;2018-01-12;80
HL1012;2;Fortaleza;2018-01-12;796
HL1024;5;São Paulo;2018-01-12;772
HL1002;3;Niterói;2018-01-12;584
HL1003;4;Niterói;2018-01-12;807
HL1009;1;Porto Alegre;2018-01-12;624
HL1020;1;Fortaleza;2018-01-12;354
HL1019;5;Nova Iguaço;2018-01-12;574
HL1010;3;Curitiba;2018-01-12;22
HL1002;5;Belo Horizonte;2018-01-12;666
HL1015;1;Salvador;2018-01-12;551
HL1014;5;Porto Alegre;2018-01-12;371
HL1010;5;Salvador;2018-01-12;156
HL1003;4;Porto Alegre;2018-01-12;785
HL1024;5;Porto Alegre;2018-01-12;221
HL1022;4;Campinas;2018-01-12;639
HL1007;2;Fortaleza;2018-01-12;504
HL1009;4;Nova Iguaço;2018-01-12;576
HL1015;2;Rio de Janeiro;2018-01-12;492
HL1023;5;Curitiba;2018-01-12;743
HL1004;5;Goiânia;2018-01-12;173
HL1010;3;Goiânia;2018-01-12;365
HL1020;3;Guarulhos;2018-01-12;528
HL1010;2;Fortaleza;2018-01-13;740
HL1016;4;Belo Horizonte;2018-01-13;409
HL1004;4;São Paulo;2018-01-13;429
HL1015;5;Curitiba;2018-01-13;217
HL1011;1;Niterói;2018-01-13;756
HL1007;3;Porto Alegre;2018-01-13;72
HL1003;1;Curitiba;2018-01-13;93
HL1005;4;Belo Horizonte;2018-01-13;651
HL1014;5;Guarulhos;2018-01-13;294
HL1019;2;Niterói;2018-01-13;763
HL1019;3;Salvador;2018-01-13;168
HL1002;2;Fortaleza;2018-01-13;292
HL1001;3;Nova Iguaço;2018-01-13;51
HL1015;4;Recife;2018-01-13;322
HL1004;4;Salvador;2018-01-13;448
HL1004;4;Recife;2018-01-13;27
HL1002;1;Fortaleza;2018-01-13;269
HL1016;1;Porto Alegre;2018-01-13;586
HL1022;3;Nova Iguaço;2018-01-13;655
HL1001;1;Salvador;2018-01-13;237
HL1021;2;Belo Horizonte;2018-01-13;724
HL1010;2;Nova Iguaço;2018-01-13;78
HL1004;3;Niterói;2018-01-13;584
HL1010;2;Guarulhos;2018-01-13;600
HL1022;5;Porto Alegre;2018-01-13;669
HL1021;4;Guarulhos;2018-01-13;249
HL1012;3;Curitiba;2018-01-14;66
HL1014;5;Porto Alegre;2018-01-14;444
HL1018;2;Campinas;2018-01-14;59
HL1003;2;Rio de Janeiro;2018-01-14;377
HL1017;3;Campinas;2018-01-14;139
HL1001;1;Goiânia;2018-01-14;315
HL1024;4;Campinas;2018-01-14;86
HL1006;1;Curitiba;2018-01-14;705
HL1012;1;Curitiba;2018-01-14;812
HL1005;4;Porto Alegre;2018-01-14;664
HL1019;2;Guarulhos;2018-01-14;465
HL1021;5;Goiânia;2018-01-14;188
HL1004;5;Fortaleza;2018-01-14;279
HL1021;2;Niterói;2018-01-14;671
HL1024;2;Recife;2018-01-14;244
HL1016;4;São Paulo;2018-01-14;617
HL1018;4;Recife;2018-01-14;595
HL1009;1;Salvador;2018-01-14;109
HL1019;1;Recife;2018-01-14;297
HL1012;5;Fortaleza;2018-01-14;565
HL1015;4;Curitiba;2018-01-14;715
HL1010;4;Fortaleza;2018-01-14;781
HL1022;3;Nova Iguaço;2018-01-14;681
HL1023;2;São Paulo;2018-01-14;772
HL1005;3;Nova Iguaço;2018-01-14;806
HL1022;2;Curitiba;2018-01-14;60
HL1016;4;Recife;2018-01-14;227
HL1020;3;Guarulhos;2018-01-14;602
HL1002;1;Recife;2018-01-14;254
HL1010;4;Porto Alegre;2018-01-14;624
HL1007;2;Campinas;2018-01-14;120
HL1017;4;Guarulhos;2018-01-14;26
HL1013;4;Curitiba;2018-01-14;66
HL1024;4;Fortaleza;2018-01-14;480
HL1006;5;Campinas;2018-01-14;529
HL1004;4;Goiânia;2018-01-14;317
HL1011;1;Porto Alegre;2018-01-14;436
HL1015;5;Guarulhos;2018-01-14;41
HL1007;4;Guarulhos;2018-01-14;465
HL1015;2;Guarulhos;2018-01-14;56
HL1022;1;Guarulhos;2018-01-14;528
HL1020;5;Campinas;2018-01-14;552
HL1006;1;Curitiba;2018-01-14;774
HL1005;4;Belo Horizonte;2018-01-15;613
HL1017;1;Salvador;2018-01-15;583
HL1015;1;Salvador;2018-01-15;90
HL1013;4;Curitiba;2018-01-15;210
HL1018;1;Niterói;2018-01-15;146
HL1024;4;Rio de Janeiro;2018-01-15;3
HL1012;2;Campinas;2018-01-15;395
HL1024;1;São Paulo;2018-01-15;224
HL1002;3;Salvador;2018-01-15;482
HL1022;5;Recife;2018-01-15;597
HL1014;1;Nova Iguaço;2018-01-15;487
HL1021;1;Guarulhos;2018-01-15;600
HL1005;5;São Paulo;2018-01-15;50
HL1006;1;Guarulhos;2018-01-15;600
HL1014;2;Fortaleza;2018-01-15;183
HL1004;3;Curitiba;2018-01-15;346
HL1013;2;Niterói;2018-01-15;451
HL1019;4;Fortaleza;2018-01-15;802
HL1002;5;São Paulo;2018-01-15;753
HL1008;5;Curitiba;2018-01-15;217
HL1001;2;Campinas;2018-01-15;329
HL1024;3;Belo Horizonte;2018-01-15;180
HL1021;3;Rio de Janeiro;2018-01-15;248
HL1023;5;Curitiba;2018-01-15;758
HL1005;5;Belo Horizonte;2018-01-15;123
HL1024;5;São Paulo;2018-01-15;617
HL1009;1;Curitiba;2018-01-15;7
HL1002;4;Porto Alegre;2018-01-15;808
HL1020;3;Guarulhos;2018-01-15;137
HL1019;1;Niterói;2018-01-15;798
HL1021;4;Recife;2018-01-15;244
HL1020;2;Curitiba;2018-01-15;345
HL1017;2;Porto Alegre;2018-01-16;253
HL1005;2;São Paulo;2018-01-16;50
HL1023;5;Salvador;2018-01-16;90
HL1013;3;Goiânia;2018-01-16;182
HL1004;2;Belo Horizonte;2018-01-16;123
HL1007;4;Recife;2018-01-16;304
HL1005;3;Niterói;2018-01-16;42
HL1012;5;Curitiba;2018-01-16;743
HL1024;5;Niterói;2018-01-16;434
HL1008;2;Belo Horizonte;2018-01-16;58
HL1015;2;Recife;2018-01-16;820
HL1017;2;Campinas;2018-01-16;510
HL1013;3;Porto Alegre;2018-01-16;808
HL1023;2;Curitiba;2018-01-16;686
HL1012;2;Guarulhos;2018-01-16;152
HL1014;3;Rio de Janeiro;2018-01-16;788
HL1012;1;Goiânia;2018-01-16;614
HL1011;4;Rio de Janeiro;2018-01-16;44
HL1016;2;São Paulo;2018-01-16;484
HL1014;5;Guarulhos;2018-01-16;356
HL1016;3;Rio de Janeiro;2018-01-16;336
HL1012;2;Campinas;2018-01-16;677
HL1019;5;Goiânia;2018-01-16;605
HL1001;3;São Paulo;2018-01-16;140
HL1008;2;Salvador;2018-01-16;448
HL1010;2;Salvador;2018-01-16;301
HL1023;4;Goiânia;2018-01-16;351
HL1011;1;Curitiba;2018-01-16;217
HL1023;3;São Paulo;2018-01-16;728
HL1014;3;Guarulhos;2018-01-16;341
HL1020;5;Guarulhos;2018-01-16;327
HL1013;5;Rio de Janeiro;2018-01-16;134
HL1011;3;Goiânia;2018-01-16;582
HL1015;2;Guarulhos;2018-01-16;302
HL1015;5;Fortaleza;2018-01-16;468
HL1020;5;Campinas;2018-01-17;257
HL1015;4;Nova Iguaço;2018-01-17;43
HL1012;4;Guarulhos;2018-01-17;175
HL1015;4;Rio de Janeiro;2018-01-17;749
HL1006;3;Belo Horizonte;2018-01-17;23
HL1001;1;Campinas;2018-01-17;618
HL1010;3;Porto Alegre;2018-01-17;588
HL1008;2;Guarulhos;2018-01-17;47
HL1007;1;Guarulhos;2018-01-17;128
HL1023;2;Goiânia;2018-01-17;177
HL1016;4;Fortaleza;2018-01-17;703
HL1016;4;Goiânia;2018-01-17;438
HL1006;5;Niterói;2018-01-17;710
HL1015;4;Niterói;2018-01-17;807
HL1021;5;Campinas;2018-01-17;505
HL1012;2;Nova Iguaço;2018-01-17;282
HL1012;3;Curitiba;2018-01-17;560
HL1016;1;Goiânia;2018-01-17;685
HL1010;1;Rio de Janeiro;2018-01-17;817
HL1005;3;Porto Alegre;2018-01-17;386
HL1001;5;Goiânia;2018-01-17;188
HL1004;5;Campinas;2018-01-17;2
HL1007;5;Rio de Janeiro;2018-01-17;134
HL1023;5;Goiânia;2018-01-17;17
HL1008;3;Guarulhos;2018-01-17;457
HL1004;5;Curitiba;2018-01-17;412
HL1019;4;Nova Iguaço;2018-01-17;487
HL1019;3;Recife;2018-01-17;322
HL1004;5;Porto Alegre;2018-01-17;746
HL1001;5;Porto Alegre;2018-01-17;664
HL1022;2;Nova Iguaço;2018-01-17;806
HL1022;2;Niterói;2018-01-17;94
HL1011;1;Goiânia;2018-01-17;614
HL1002;3;Rio de Janeiro;2018-01-17;326
HL1022;3;Fortaleza;2018-01-17;740
HL1004;1;Rio de Janeiro;2018-01-17;694
HL1017;2;Curitiba;2018-01-17;419
HL1003;2;Guarulhos;2018-01-17;185
HL1021;2;Belo Horizonte;2018-01-17;220
HL1011;3;Campinas;2018-01-18;638
HL1010;4;Niterói;2018-01-18;228
HL1014;5;Guarulhos;2018-01-18;83
HL1007;1;Belo Horizonte;2018-01-18;385
HL1011;3;Guarulhos;2018-01-18;577
HL1021;2;Rio de Janeiro;2018-01-18;3
HL1018;1;Porto Alegre;2018-01-18;353
HL1002;2;Salvador;2018-01-18;583
HL1008;4;Guarulhos;2018-01-18;83
HL1014;4;Guarulhos;2018-01-18;84
HL1016;3;Goiânia;2018-01-18;821
HL1018;2;Goiânia;2018-01-18;527
HL1008;4;Guarulhos;2018-01-18;465
HL1024;4;Fortaleza;2018-01-18;288
HL1023;3;Campinas;2018-01-18;635
HL1024;4;Nova Iguaço;2018-01-18;604
HL1015;2;Campinas;2018-01-18;770
HL1013;4;Belo Horizonte;2018-01-18;693
HL1003;2;Guarulhos;2018-01-18;74
HL1020;4;Belo Horizonte;2018-01-18;123
HL1007;4;Salvador;2018-01-18;583
HL1014;5;Guarulhos;2018-01-18;340
HL1014;2;Nova Iguaço;2018-01-18;680
HL1001;3;São Paulo;2018-01-18;725
HL1008;5;Rio de Janeiro;2018-01-18;407
HL1014;4;Campinas;2018-01-18;447
HL1014;5;São Paulo;2018-01-18;650
HL1005;4;Belo Horizonte;2018-01-18;611
HL1002;3;Guarulhos;2018-01-18;327
HL1022;4;Fortaleza;2018-01-18;461
HL1005;5;Porto Alegre;2018-01-18;203
HL1005;5;Curitiba;2018-01-18;345
HL1011;3;Guarulhos;2018-01-18;344
HL1002;2;Recife;2018-01-19;822
HL1003;5;Recife;2018-01-19;597
HL1007;5;Curitiba;2018-01-19;774
HL1004;5;Guarulhos;2018-01-19;152
HL1013;1;Recife;2018-01-19;197
HL1001;2;Fortaleza;2018-01-19;461
HL1018;4;Niterói;2018-01-19;276
HL1021;4;Campinas;2018-01-19;243
HL1007;2;Salvador;2018-01-19;792
HL1016;5;Guarulhos;2018-01-19;167
HL1003;3;Guarulhos;2018-01-19;75
HL1006;1;Rio de Janeiro;2018-01-19;571
HL1009;5;Curitiba;2018-01-19;60
HL1003;2;Recife;2018-01-19;165
HL1020;4;Goiânia;2018-01-19;435
HL1020;5;Rio de Janeiro;2018-01-19;29
HL1001;2;Niterói;2018-01-19;390
HL1006;4;Guarulhos;2018-01-19;122
HL1009;5;Salvador;2018-01-19;769
HL1012;4;Curitiba;2018-01-19;93
HL1023;5;Salvador;2018-01-19;700
HL1011;3;Fortaleza;2018-01-19;735
HL1017;1;Porto Alegre;2018-01-19;808
HL1023;1;Guarulhos;2018-01-19;528
HL1022;5;Guarulhos;2018-01-19;327
HL1002;3;Guarulhos;2018-01-19;83
HL1015;4;Belo Horizonte;2018-01-19;786
HL1022;4;Campinas;2018-01-19;257
HL1007;5;Campinas;2018-01-19;289
HL1011;3;Campinas;2018-01-19;638
HL1023;1;Fortaleza;2018-01-19;557
HL1015;5;Fortaleza;2018-01-19;740
HL1011;2;Belo Horizonte;2018-01-19;383
HL1012;5;Goiânia;2018-01-19;89
HL1014;5;São Paulo;2018-01-19;753
HL1019;1;Campinas;2018-01-19;2
HL1022;2;Rio de Janeiro;2018-01-19;213
HL1018;1;Belo Horizonte;2018-01-19;786
HL1021;4;Porto Alegre;2018-01-19;129
HL1009;4;Goiânia;2018-01-19;296
HL1018;4;Salvador;2018-01-19;54
HL1009;2;Porto Alegre;2018-01-19;181
HL1013;4;São Paulo;2018-01-19;69
HL1024;3;Fortaleza;2018-01-20;599
HL1011;2;Nova Iguaço;2018-01-20;460
HL1011;5;Salvador;2018-01-20;216
HL1010;3;Belo Horizonte;2018-01-20;508
HL1014;4;Guarulhos;2018-01-20;318
HL1021;4;Nova Iguaço;2018-01-20;576
HL1016;4;Recife;2018-01-20;373
HL1011;4;Recife;2018-01-20;777
HL1017;5;Niterói;2018-01-20;94
HL1007;1;Guarulhos;2018-01-20;48
HL1021;2;Salvador;2018-01-20;448
HL1022;2;Goiânia;2018-01-20;317
HL1005;2;Fortaleza;2018-01-20;461
HL1011;5;Recife;2018-01-20;597
HL1013;2;Goiânia;2018-01-20;539
HL1008;3;Fortaleza;2018-01-20;697
HL1015;4;Guarulhos;2018-01-20;564
HL1020;3;Niterói;2018-01-20;35
HL1023;1;Recife;2018-01-20;597
HL1019;3;Recife;2018-01-20;268
HL1012;5;Belo Horizonte;2018-01-20;18
HL1003;1;Guarulhos;2018-01-20;561
HL1018;4;Rio de Janeiro;2018-01-20;572
HL1023;5;Nova Iguaço;2018-01-20;43
HL1012;4;Goiânia;2018-01-20;759
HL1008;3;Goiânia;2018-01-20;387
HL1008;2;Recife;2018-01-20;672
HL1021;1;Porto Alegre;2018-01-20;267
HL1002;4;Campinas;2018-01-20;510
HL1020;5;Porto Alegre;2018-01-20;253
HL1001;3;Nova Iguaço;2018-01-20;517
HL1009;5;Porto Alegre;2018-01-20;664
HL1001;1;Guarulhos;2018-01-21;433
HL1008;3;Belo Horizonte;2018-01-21;415
HL1005;2;Nova Iguaço;2018-01-21;717
HL1022;4;São Paulo;2018-01-21;608
HL1008;3;Salvador;2018-01-21;544
HL1004;2;Fortaleza;2018-01-21;480
HL1012;3;Guarulhos;2018-01-21;294
HL1010;5;São Paulo;2018-01-21;316
HL1009;1;Curitiba;2018-01-21;394
HL1013;2;Guarulhos;2018-01-21;98
HL1002;2;Guarulhos;2018-01-21;417
HL1020;5;Porto Alegre;2018-01-21;371
HL1015;3;Salvador;2018-01-21;769
HL1004;1;Nova Iguaço;2018-01-21;649
HL1003;1;São Paulo;2018-01-21;382
HL1013;4;Porto Alegre;2018-01-21;760
HL1013;4;Guarulhos;2018-01-21;318
HL1010;3;Rio de Janeiro;2018-01-21;817
HL1016;2;Curitiba;2018-01-21;346
HL1001;5;São Paulo;2018-01-21;408
HL1012;5;Rio de Janeiro;2018-01-21;573
HL1024;5;Recife;2018-01-21;321
HL1017;5;Porto Alegre;2018-01-21;664
HL1003;1;Campinas;2018-01-21;262
HL1024;1;Curitiba;2018-01-21;714
HL1023;5;Belo Horizonte;2018-01-21;18
HL1005;5;Nova Iguaço;2018-01-21;568
HL1023;1;Guarulhos;2018-01-21;465
HL1017;5;Rio de Janeiro;2018-01-21;749
HL1015;5;Curitiba;2018-01-21;60
HL1020;1;Recife;2018-01-21;144
HL1022;4;São Paulo;2018-01-21;303
HL1021;1;Fortaleza;2018-01-21;507
HL1005;1;Belo Horizonte;2018-01-21;421
HL1023;5;São Paulo;2018-01-22;683
HL1009;1;Recife;2018-01-22;227
HL1017;1;Fortaleza;2018-01-22;740
HL1009;2;Guarulhos;2018-01-22;41
HL1005;2;Rio de Janeiro;2018-01-22;52
HL1014;2;Campinas;2018-01-22;110
HL1006;3;Campinas;2018-01-22;422
HL1024;5;Guarulhos;2018-01-22;399
HL1010;5;Nova Iguaço;2018-01-22;43
HL1005;2;Curitiba;2018-01-22;705
HL1016;4;Belo Horizonte;2018-01-22;475
HL1004;1;São Paulo;2018-01-22;303
HL1006;3;Fortaleza;2018-01-22;621
HL1023;4;Salvador;2018-01-22;285
HL1002;4;São Paulo;2018-01-22;617
HL1022;2;Campinas;2018-01-22;663
HL1023;3;Porto Alegre;2018-01-22;522
HL1004;3;Curitiba;2018-01-22;63
HL1019;2;Recife;2018-01-22;219
HL1002;4;Belo Horizonte;2018-01-22;295
HL1021;5;Curitiba;2018-01-22;345
HL1010;2;Goiânia;2018-01-22;532
HL1011;2;Rio de Janeiro;2018-01-22;744
HL1010;2;Niterói;2018-01-22;42
HL1024;3;São Paulo;2018-01-22;429
HL1007;5;Belo Horizonte;2018-01-22;383
HL1018;5;Salvador;2018-01-22;31
HL1007;4;Belo Horizonte;2018-01-22;23
HL1019;3;Nova Iguaço;2018-01-22;568
HL1017;4;Guarulhos;2018-01-22;334
HL1003;2;Niterói;2018-01-22;488
HL1016;5;Guarulhos;2018-01-22;101
HL1013;2;Recife;2018-01-22;814
HL1014;4;Fortaleza;2018-01-22;601
HL1022;1;Belo Horizonte;2018-01-22;18
HL1010;5;São Paulo;2018-01-23;406
HL1023;1;Nova Iguaço;2018-01-23;149
HL1021;1;Recife;2018-01-23;398
HL1002;5;Curitiba;2018-01-23;238
